编号,色名,HEX,H,S,L,色相分类,冷暖属性,同类色,邻近色,互补色,分裂互补,三角色,四角色,冷暖对照,明色搭配,暗色搭配,灰调搭配,中性色搭配,主色,辅色,点缀色,主辅点缀方案,算法说明
001,乳白,#F9F4DC,50,71,92,黄色系,暖,053-蚌肉白 #F9F1DB | 098-粉白 #FBF2E3 | 099-落英淡粉 #F9E8D0,184-初桃粉红 #F6DCCE | 185-介壳淡粉红 #F7CFBA | 171-藕荷 #EDC3AE | 497-嫩菊绿 #F0F5E5,691-云峰灰 #C1C8D6 | 353-淡蓝紫 #A7A8BD | 576-绀青 #4F84FF,588-雾绡 #CDE8F9 | 597-霜华 #D0E7F9 | 602-霜色 #E8F4F8 | 368-远天蓝 #D0DFE6,600-天水碧 #AED9D4 | 680-凝脂莲青 #C6E3E1 | 313-淡牵牛紫 #D1C2D3 | 546-月华 #E0FFFF,705-松花绿 #A0D6B4 | 424-月白 #EEF7F2 | 540-梅子青 #7BC092 | 610-藕丝 #D8B0C8,597-霜华 #D0E7F9 | 588-雾绡 #CDE8F9 | 602-霜色 #E8F4F8,053-蚌肉白 #F9F1DB | 682-奶油白 #FFF8E7 | 098-粉白 #FBF2E3,038-芒果黄 #DDC871 | 039-蒿黄 #DFC243 | 003-茉莉黄 #F8DF72,350-银白 #F1F0ED | 519-珍珠灰 #E4DFD7 | 707-白色 #F8F8F8,350-银白 #F1F0ED | 550-霜白 #F2F3F4 | 351-芡食白 #E2E1E4,001-乳白 #F9F4DC,053-蚌肉白 #F9F1DB | 098-粉白 #FBF2E3,576-绀青 #4F84FF | 597-霜华 #D0E7F9,主色：001-乳白 #F9F4DC；辅色：053-蚌肉白 #F9F1DB | 098-粉白 #FBF2E3；点缀色：576-绀青 #4F84FF | 597-霜华 #D0E7F9,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
169,野蔷薇红,#FB9968,20,95,70,橙色系,暖,187-瓜瓤红 #F68C60 | 121-海螺橙 #F0945D | 125-晨曦红 #EA8958,003-茉莉黄 #F8DF72 | 004-麦秆黄 #F8DF70 | 218-淡茜红 #E77C8E | 005-油菜花黄 #FBDA41,562-云蓝 #87CEEB | 634-长春花蓝 #7EC0EE | 585-滢蓝 #8EC4E9,576-绀青 #4F84FF | 600-天水碧 #AED9D4 | 441-蓝绿 #12A182 | 434-美蝶绿 #12AA9C,677-浅紫藤萝 #D1B3FF | 705-松花绿 #A0D6B4 | 540-梅子青 #7BC092 | 477-明绿 #9ECCAB,562-云蓝 #87CEEB | 634-长春花蓝 #7EC0EE | 585-滢蓝 #8EC4E9 | 375-秋波蓝 #8ABCD1,634-长春花蓝 #7EC0EE | 562-云蓝 #87CEEB | 585-滢蓝 #8EC4E9,184-初桃粉红 #F6DCCE | 185-介壳淡粉红 #F7CFBA | 119-润红 #F7CDBC,157-铁棕 #D85916 | 154-燕颔红 #FC6315 | 127-金莲花橙 #F86B1D,521-铅灰 #BBB5AC | 655-暖灰 #B7A8A5 | 141-淡银灰 #C1B2A3,521-铅灰 #BBB5AC | 328-芦穗灰 #BDAEAD | 655-暖灰 #B7A8A5,169-野蔷薇红 #FB9968,187-瓜瓤红 #F68C60 | 121-海螺橙 #F0945D,562-云蓝 #87CEEB | 634-长春花蓝 #7EC0EE,主色：169-野蔷薇红 #FB9968；辅色：187-瓜瓤红 #F68C60 | 121-海螺橙 #F0945D；点缀色：562-云蓝 #87CEEB | 634-长春花蓝 #7EC0EE,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
170,菠萝红,#FC7930,21,97,59,橙色系,暖,118-美人焦橙 #FA7E23 | 126-蟹壳红 #F27635 | 188-芙蓉红 #F9723D,240-海棠红 #F03752 | 247-淡曙红 #EE2746 | 006-佛手黄 #FED71A | 225-草茉莉红 #EF475D,381-宝石蓝 #2486B9 | 376-涧石蓝 #66A9C9 | 387-牵牛花蓝 #1177B0,434-美蝶绿 #12AA9C | 576-绀青 #4F84FF | 441-蓝绿 #12A182 | 600-天水碧 #AED9D4,540-梅子青 #7BC092 | 677-浅紫藤萝 #D1B3FF | 698-新绿 #6CC788 | 435-毛绿 #66C18C,381-宝石蓝 #2486B9 | 376-涧石蓝 #66A9C9 | 387-牵牛花蓝 #1177B0 | 592-瑶碧 #4B9CD3,376-涧石蓝 #66A9C9 | 576-绀青 #4F84FF | 592-瑶碧 #4B9CD3,185-介壳淡粉红 #F7CFBA | 169-野蔷薇红 #FB9968 | 171-藕荷 #EDC3AE,148-芒果棕 #954416 | 147-岩石棕 #964D22 | 640-韎韐 #A5441B,522-中灰 #A49C93 | 706-灰色 #8A8A8A | 145-海鸥灰 #9A8878,522-中灰 #A49C93 | 528-云青灰 #8A9A9C | 466-明灰 #8A988E,170-菠萝红 #FC7930,118-美人焦橙 #FA7E23 | 188-芙蓉红 #F9723D,592-瑶碧 #4B9CD3 | 381-宝石蓝 #2486B9,主色：170-菠萝红 #FC7930；辅色：118-美人焦橙 #FA7E23 | 188-芙蓉红 #F9723D；点缀色：592-瑶碧 #4B9CD3 | 381-宝石蓝 #2486B9,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
171,藕荷,#EDC3AE,20,64,81,橙色系,暖,199-洋水仙红 #F4C7BA | 155-玉粉红 #E8B49A | 621-浅肤色 #EBCDA8,265-姜红 #EEB8C3 | 305-石蕊红 #F0C9CF | 267-水红 #F1C4CD | 001-乳白 #F9F4DC,561-雪青 #B0D8E8 | 710-浅蓝 #B0D4E3 | 368-远天蓝 #D0DFE6,600-天水碧 #AED9D4 | 680-凝脂莲青 #C6E3E1 | 442-穹灰 #C4D7D6 | 667-浅薄荷绿 #B2F0D9,705-松花绿 #A0D6B4 | 540-梅子青 #7BC092 | 432-竹篁绿 #B9DEC9 | 477-明绿 #9ECCAB,561-雪青 #B0D8E8 | 710-浅蓝 #B0D4E3 | 368-远天蓝 #D0DFE6 | 562-云蓝 #87CEEB,561-雪青 #B0D8E8 | 710-浅蓝 #B0D4E3 | 579-缥色 #A8C9E4,258-草珠红 #F8EBE6 | 715-浅杏粉 #F5E6E0 | 183-淡米粉 #FBEEE2,664-纁色 #D46D3A | 174-余烬红 #CF7543 | 156-金驼 #E46828,356-玛瑙灰 #CFCCC9 | 520-浅灰 #DAD4CB | 644-素积 #D2C8BC,356-玛瑙灰 #CFCCC9 | 411-鸥蓝 #C7D2D4 | 390-银鱼白 #CDD1D3,171-藕荷 #EDC3AE,621-浅肤色 #EBCDA8 | 155-玉粉红 #E8B49A,710-浅蓝 #B0D4E3 | 561-雪青 #B0D8E8,主色：171-藕荷 #EDC3AE；辅色：621-浅肤色 #EBCDA8 | 155-玉粉红 #E8B49A；点缀色：710-浅蓝 #B0D4E3 | 561-雪青 #B0D8E8,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
172,陶瓷红,#E16723,21,76,51,橙色系,暖,156-金驼 #E46828 | 157-铁棕 #D85916 | 140-麂棕 #DE7622,247-淡曙红 #EE2746 | 040-姜黄 #E2C027 | 240-海棠红 #F03752 | 608-朱墙 #C41E3A,381-宝石蓝 #2486B9 | 410-釉蓝 #1781B5 | 377-潮蓝 #2983BB,434-美蝶绿 #12AA9C | 441-蓝绿 #12A182 | 440-竹绿 #1BA784 | 545-苍碧 #2A52BE,540-梅子青 #7BC092 | 318-槿紫 #806D9E | 698-新绿 #6CC788 | 435-毛绿 #66C18C,381-宝石蓝 #2486B9 | 410-釉蓝 #1781B5 | 377-潮蓝 #2983BB | 387-牵牛花蓝 #1177B0,428-蔚蓝 #29B7CB | 384-海青 #22A2C3 | 385-钴蓝 #1A94BC,155-玉粉红 #E8B49A | 186-淡藏花红 #F6AD8F | 169-野蔷薇红 #FB9968,153-筍皮棕 #732E12 | 152-咖啡 #753117 | 148-芒果棕 #954416,144-银灰 #918072 | 523-瓦灰 #867E76 | 524-夜灰 #847C74,144-银灰 #918072 | 523-瓦灰 #867E76 | 524-夜灰 #847C74,172-陶瓷红 #E16723,156-金驼 #E46828 | 140-麂棕 #DE7622,381-宝石蓝 #2486B9 | 377-潮蓝 #2983BB,主色：172-陶瓷红 #E16723；辅色：156-金驼 #E46828 | 140-麂棕 #DE7622；点缀色：381-宝石蓝 #2486B9 | 377-潮蓝 #2983BB,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
173,晓灰,#D4C4B7,27,25,77,橙色系,暖,646-素鞸 #D6C9B8 | 644-素积 #D2C8BC | 699-杏子灰 #D9CBB8,670-灰粉 #D8B0B0 | 274-鼠鼻红 #E3B4B8 | 238-牡丹粉红 #EEA2A4 | 325-蓟粉红 #E6D2D5,397-云水蓝 #BACCD9 | 579-缥色 #A8C9E4 | 369-星蓝 #93B5CF,442-穹灰 #C4D7D6 | 353-淡蓝紫 #A7A8BD | 680-凝脂莲青 #C6E3E1 | 600-天水碧 #AED9D4,458-玉簪绿 #A4CAB6 | 432-竹篁绿 #B9DEC9 | 590-霜紫 #B8A5D2 | 424-月白 #EEF7F2,397-云水蓝 #BACCD9 | 723-浅苋菜紫 #D8BFD8 | 579-缥色 #A8C9E4 | 531-山岚 #B2C9B2,397-云水蓝 #BACCD9 | 651-浅灰蓝 #C2D1E0 | 408-井天蓝 #C3D7DF,733-荼蘼白 #F8F4F0 | 717-梨花白 #F8F5F0 | 516-汉白玉 #F8F4ED,631-银褐 #A88A6F | 145-海鸥灰 #9A8878 | 144-银灰 #918072,356-玛瑙灰 #CFCCC9 | 521-铅灰 #BBB5AC | 328-芦穗灰 #BDAEAD,413-月影白 #C0C4C3 | 356-玛瑙灰 #CFCCC9 | 400-大理石灰 #C4CBCF,173-晓灰 #D4C4B7,646-素鞸 #D6C9B8 | 644-素积 #D2C8BC,579-缥色 #A8C9E4 | 369-星蓝 #93B5CF,主色：173-晓灰 #D4C4B7；辅色：646-素鞸 #D6C9B8 | 644-素积 #D2C8BC；点缀色：579-缥色 #A8C9E4 | 369-星蓝 #93B5CF,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
174,余烬红,#CF7543,21,59,54,橙色系,暖,664-纁色 #D46D3A | 139-醉瓜肉 #DB8540 | 641-纁屦 #D47A5E,738-胭脂晕 #C94A5E | 703-茜裙 #C75A6B | 247-淡曙红 #EE2746 | 042-草黄 #D2B42C,592-瑶碧 #4B9CD3 | 381-宝石蓝 #2486B9 | 376-涧石蓝 #66A9C9,431-石绿 #57C3C2 | 600-天水碧 #AED9D4 | 434-美蝶绿 #12AA9C | 545-苍碧 #2A52BE,540-梅子青 #7BC092 | 698-新绿 #6CC788 | 435-毛绿 #66C18C | 318-槿紫 #806D9E,592-瑶碧 #4B9CD3 | 381-宝石蓝 #2486B9 | 376-涧石蓝 #66A9C9 | 372-睛蓝 #5698C3,592-瑶碧 #4B9CD3 | 372-睛蓝 #5698C3 | 427-瀑布蓝 #51C4D3,155-玉粉红 #E8B49A | 171-藕荷 #EDC3AE | 186-淡藏花红 #F6AD8F,151-丁香棕 #71361D | 147-岩石棕 #964D22 | 148-芒果棕 #954416,706-灰色 #8A8A8A | 145-海鸥灰 #9A8878 | 144-银灰 #918072,706-灰色 #8A8A8A | 144-银灰 #918072 | 466-明灰 #8A988E,174-余烬红 #CF7543,664-纁色 #D46D3A | 139-醉瓜肉 #DB8540,372-睛蓝 #5698C3 | 592-瑶碧 #4B9CD3,主色：174-余烬红 #CF7543；辅色：664-纁色 #D46D3A | 139-醉瓜肉 #DB8540；点缀色：372-睛蓝 #5698C3 | 592-瑶碧 #4B9CD3,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
175,火砖红,#CD6227,21,68,48,橙色系,暖,542-琥珀 #CA6924 | 664-纁色 #D46D3A | 159-淡可可棕 #B7511D,608-朱墙 #C41E3A | 738-胭脂晕 #C94A5E | 042-草黄 #D2B42C | 247-淡曙红 #EE2746,381-宝石蓝 #2486B9 | 377-潮蓝 #2983BB | 410-釉蓝 #1781B5,434-美蝶绿 #12AA9C | 441-蓝绿 #12A182 | 440-竹绿 #1BA784 | 545-苍碧 #2A52BE,540-梅子青 #7BC092 | 482-孔雀绿 #229453 | 537-翠微 #3CB371 | 318-槿紫 #806D9E,381-宝石蓝 #2486B9 | 377-潮蓝 #2983BB | 410-釉蓝 #1781B5 | 409-云山蓝 #2F90B9,428-蔚蓝 #29B7CB | 377-潮蓝 #2983BB | 381-宝石蓝 #2486B9,155-玉粉红 #E8B49A | 169-野蔷薇红 #FB9968 | 125-晨曦红 #EA8958,152-咖啡 #753117 | 153-筍皮棕 #732E12 | 151-丁香棕 #71361D,525-雁灰 #80766E | 524-夜灰 #847C74 | 523-瓦灰 #867E76,526-深灰 #81776E | 331-芦灰 #856D72 | 525-雁灰 #80766E,175-火砖红 #CD6227,542-琥珀 #CA6924 | 664-纁色 #D46D3A,381-宝石蓝 #2486B9 | 377-潮蓝 #2983BB,主色：175-火砖红 #CD6227；辅色：542-琥珀 #CA6924 | 664-纁色 #D46D3A；点缀色：381-宝石蓝 #2486B9 | 377-潮蓝 #2983BB,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
176,火泥棕,#AA6A4C,19,38,48,橙色系,暖,146-淡咖啡 #945833 | 142-淡赭 #BE7E4A | 160-中红灰 #8B614D,720-胭脂泪 #9D4E5C | 659-暗金 #9C8B4D | 045-淡灰绿 #AD9E5F | 046-草灰绿 #8E804B,415-淡蓝灰 #5E7987 | 376-涧石蓝 #66A9C9 | 623-黛青山 #2E5A6F,464-亚丁绿 #428675 | 702-黛绿色 #3AB08C | 461-梧枝绿 #69A794 | 527-蓝翠竹 #4B8F8C,540-梅子青 #7BC092 | 698-新绿 #6CC788 | 486-松霜绿 #83A78D | 582-荷绿 #4A7856,573-烟萦紫 #8A4B9C | 415-淡蓝灰 #5E7987 | 376-涧石蓝 #66A9C9 | 623-黛青山 #2E5A6F,402-蝶翅蓝 #4E7CA1 | 711-湘蓝 #4A76A8 | 567-霜蓝 #4A6FA6,612-浅栗棕 #C8A58E | 613-浅绛 #D9A594 | 192-淡玫瑰灰 #B89485,665-緅色 #5C4033 | 165-中灰驼 #603D30 | 166-淡栗棕 #673424,525-雁灰 #80766E | 524-夜灰 #847C74 | 523-瓦灰 #867E76,526-深灰 #81776E | 331-芦灰 #856D72 | 525-雁灰 #80766E,176-火泥棕 #AA6A4C,720-胭脂泪 #9D4E5C | 659-暗金 #9C8B4D,376-涧石蓝 #66A9C9 | 623-黛青山 #2E5A6F,主色：176-火泥棕 #AA6A4C；辅色：720-胭脂泪 #9D4E5C | 659-暗金 #9C8B4D；点缀色：376-涧石蓝 #66A9C9 | 623-黛青山 #2E5A6F,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
177,绀红,#A6522C,19,58,41,橙色系,暖,601-檀色 #A65F2E | 147-岩石棕 #964D22 | 193-蟹蝥红 #B14B28,047-苔绿 #887322 | 608-朱墙 #C41E3A | 277-锦葵红 #BF3553 | 042-草黄 #D2B42C,409-云山蓝 #2F90B9 | 381-宝石蓝 #2486B9 | 410-釉蓝 #1781B5,441-蓝绿 #12A182 | 440-竹绿 #1BA784 | 459-青矾绿 #2C9678 | 464-亚丁绿 #428675,582-荷绿 #4A7856 | 698-新绿 #6CC788 | 482-孔雀绿 #229453 | 688-青绿 #2E8B57,409-云山蓝 #2F90B9 | 381-宝石蓝 #2486B9 | 410-釉蓝 #1781B5 | 623-黛青山 #2E5A6F,391-安安蓝 #3170A7 | 403-海军蓝 #346C9C | 409-云山蓝 #2F90B9,125-晨曦红 #EA8958 | 641-纁屦 #D47A5E | 174-余烬红 #CF7543,151-丁香棕 #71361D | 152-咖啡 #753117 | 114-古铜褐 #5C3719,160-中红灰 #8B614D | 558-烟褐 #8B6D5C | 525-雁灰 #80766E,453-夏云灰 #617172 | 392-鱼尾灰 #5E616D | 491-田螺绿 #5E665B,177-绀红 #A6522C,601-檀色 #A65F2E | 193-蟹蝥红 #B14B28,409-云山蓝 #2F90B9 | 381-宝石蓝 #2486B9,主色：177-绀红 #A6522C；辅色：601-檀色 #A65F2E | 193-蟹蝥红 #B14B28；点缀色：409-云山蓝 #2F90B9 | 381-宝石蓝 #2486B9,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
178,橡树棕,#773D31,10,42,33,红色系,暖,166-淡栗棕 #673424 | 583-檀褐 #8E443D | 627-醋 #8A3A3A,090-苍黄 #806332 | 289-鹞冠紫 #621D34 | 091-莱阳梨黄 #815F25 | 049-燕羽灰 #685E48,450-蜻蜓蓝 #3B818C | 451-玉鈫蓝 #126E82 | 444-胆矾蓝 #0F95B0,393-鲸鱼灰 #475164 | 533-黛蓝 #2A3C5C | 468-飞泉绿 #497568 | 728-苍筤 #2E5D4A,363-暗龙胆紫 #22202E | 729-汉绣绿 #2E7D32 | 492-白屈菜绿 #485B4D | 582-荷绿 #4A7856,620-黛紫 #5D3A6F | 535-暮山紫 #6E4D7E | 450-蜻蜓蓝 #3B818C | 319-蕈紫 #815C94,623-黛青山 #2E5A6F | 591-缥青 #2B5F7C | 617-青组缨 #3B7C7F,563-梅红 #B34B43 | 641-纁屦 #D47A5E | 624-银红 #C74A4D,182-豆沙 #481E1C | 181-火山棕 #482522 | 648-缁絇繶纯 #2E2014,149-石板灰 #624941 | 615-緅 #5C4A43 | 618-爵弁 #6B3E3C,492-白屈菜绿 #485B4D | 419-瓦罐灰 #47484C | 455-黄昏灰 #474B4C,178-橡树棕 #773D31,627-醋 #8A3A3A | 090-苍黄 #806332,444-胆矾蓝 #0F95B0 | 450-蜻蜓蓝 #3B818C,主色：178-橡树棕 #773D31；辅色：627-醋 #8A3A3A | 090-苍黄 #806332；点缀色：444-胆矾蓝 #0F95B0 | 450-蜻蜓蓝 #3B818C,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
179,海报灰,#483332,3,18,24,红色系,暖,180-玫瑰灰 #4B2E2B | 281-苍蝇灰 #36282B | 164-淡铁灰 #5B423A,074-淡松烟 #4D4030 | 073-鹤灰 #4A4035 | 347-古鼎灰 #36292F | 094-橄榄灰 #503E2A,713-鸦青色 #2F4F4F | 617-青组缨 #3B7C7F | 449-晚波蓝 #648E93,420-青灰 #2B333E | 628-玄青 #2B3A4F | 421-鸽蓝 #1C2938 | 728-苍筤 #2E5D4A,360-野葡萄紫 #302F4B | 514-油绿 #253D24 | 681-焦绿 #3B5F3A | 363-暗龙胆紫 #22202E,713-鸦青色 #2F4F4F | 617-青组缨 #3B7C7F | 449-晚波蓝 #648E93 | 652-官绿 #7AA35A,713-鸦青色 #2F4F4F | 470-绿灰 #314A43 | 628-玄青 #2B3A4F,563-梅红 #B34B43 | 583-檀褐 #8E443D | 706-灰色 #8A8A8A,529-黑 #000000 | 619-玄色 #1A1A1A | 283-李紫 #2B1216,638-緇 #3B3131 | 548-墨韵黑 #2E2E2E | 473-长石灰 #363433,361-剑锋紫 #3E3841 | 693-松烟墨 #3B3A3E | 638-緇 #3B3131,179-海报灰 #483332,073-鹤灰 #4A4035 | 074-淡松烟 #4D4030,617-青组缨 #3B7C7F | 449-晚波蓝 #648E93,主色：179-海报灰 #483332；辅色：073-鹤灰 #4A4035 | 074-淡松烟 #4D4030；点缀色：617-青组缨 #3B7C7F | 449-晚波蓝 #648E93,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
180,玫瑰灰,#4B2E2B,6,27,23,红色系,暖,179-海报灰 #483332 | 181-火山棕 #482522 | 234-貂紫 #5D3131,333-斑鸠灰 #482936 | 302-海象紫 #4B1E2F | 074-淡松烟 #4D4030 | 291-磨石紫 #382129,713-鸦青色 #2F4F4F | 449-晚波蓝 #648E93 | 456-灰蓝 #21373D,628-玄青 #2B3A4F | 420-青灰 #2B333E | 728-苍筤 #2E5D4A | 732-墨绿 #1A3B2E,365-暗蓝紫 #131124 | 360-野葡萄紫 #302F4B | 363-暗龙胆紫 #22202E | 514-油绿 #253D24,713-鸦青色 #2F4F4F | 620-黛紫 #5D3A6F | 449-晚波蓝 #648E93 | 456-灰蓝 #21373D,713-鸦青色 #2F4F4F | 456-灰蓝 #21373D | 628-玄青 #2B3A4F,583-檀褐 #8E443D | 563-梅红 #B34B43 | 232-鹅血石红 #AB372F,529-黑 #000000 | 619-玄色 #1A1A1A | 283-李紫 #2B1216,638-緇 #3B3131 | 473-长石灰 #363433 | 548-墨韵黑 #2E2E2E,638-緇 #3B3131 | 361-剑锋紫 #3E3841 | 693-松烟墨 #3B3A3E,180-玫瑰灰 #4B2E2B,333-斑鸠灰 #482936 | 179-海报灰 #483332,449-晚波蓝 #648E93 | 456-灰蓝 #21373D,主色：180-玫瑰灰 #4B2E2B；辅色：333-斑鸠灰 #482936 | 179-海报灰 #483332；点缀色：449-晚波蓝 #648E93 | 456-灰蓝 #21373D,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
181,火山棕,#482522,5,36,21,红色系,暖,182-豆沙 #481E1C | 245-葡萄紫 #4C1F24 | 180-玫瑰灰 #4B2E2B,333-斑鸠灰 #482936 | 095-蟹壳绿 #513C20 | 096-古铜绿 #533C1B | 302-海象紫 #4B1E2F,617-青组缨 #3B7C7F | 713-鸦青色 #2F4F4F | 450-蜻蜓蓝 #3B818C,628-玄青 #2B3A4F | 420-青灰 #2B333E | 732-墨绿 #1A3B2E | 728-苍筤 #2E5D4A,365-暗蓝紫 #131124 | 360-野葡萄紫 #302F4B | 363-暗龙胆紫 #22202E | 364-晶石紫 #1F2040,617-青组缨 #3B7C7F | 713-鸦青色 #2F4F4F | 620-黛紫 #5D3A6F | 450-蜻蜓蓝 #3B818C,456-灰蓝 #21373D | 713-鸦青色 #2F4F4F | 471-苍绿 #223E36,583-檀褐 #8E443D | 232-鹅血石红 #AB372F | 563-梅红 #B34B43,529-黑 #000000 | 619-玄色 #1A1A1A | 349-深牵牛紫 #1C0D1A,638-緇 #3B3131 | 473-长石灰 #363433 | 548-墨韵黑 #2E2E2E,638-緇 #3B3131 | 473-长石灰 #363433 | 493-河豚灰 #393733,181-火山棕 #482522,245-葡萄紫 #4C1F24 | 182-豆沙 #481E1C,450-蜻蜓蓝 #3B818C | 617-青组缨 #3B7C7F,主色：181-火山棕 #482522；辅色：245-葡萄紫 #4C1F24 | 182-豆沙 #481E1C；点缀色：450-蜻蜓蓝 #3B818C | 617-青组缨 #3B7C7F,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
182,豆沙,#481E1C,3,44,20,红色系,暖,245-葡萄紫 #4C1F24 | 181-火山棕 #482522 | 256-猪肝紫 #541E24,095-蟹壳绿 #513C20 | 097-焦茶绿 #553B18 | 096-古铜绿 #533C1B | 094-橄榄灰 #503E2A,617-青组缨 #3B7C7F | 713-鸦青色 #2F4F4F | 450-蜻蜓蓝 #3B818C,422-钢青 #142334 | 421-鸽蓝 #1C2938 | 423-暗蓝 #101F30 | 741-青黛 #1A3A5F,360-野葡萄紫 #302F4B | 729-汉绣绿 #2E7D32 | 365-暗蓝紫 #131124 | 364-晶石紫 #1F2040,617-青组缨 #3B7C7F | 713-鸦青色 #2F4F4F | 450-蜻蜓蓝 #3B818C | 457-深灰蓝 #132C33,456-灰蓝 #21373D | 457-深灰蓝 #132C33 | 472-深海绿 #1A3B32,583-檀褐 #8E443D | 232-鹅血石红 #AB372F | 563-梅红 #B34B43,529-黑 #000000 | 349-深牵牛紫 #1C0D1A | 555-玄黑 #0E100F,548-墨韵黑 #2E2E2E | 614-缁 #2C2C2C | 638-緇 #3B3131,638-緇 #3B3131 | 404-水牛灰 #2F2F35 | 635-青骊 #2E3439,182-豆沙 #481E1C,245-葡萄紫 #4C1F24 | 256-猪肝紫 #541E24,450-蜻蜓蓝 #3B818C | 617-青组缨 #3B7C7F,主色：182-豆沙 #481E1C；辅色：245-葡萄紫 #4C1F24 | 256-猪肝紫 #541E24；点缀色：450-蜻蜓蓝 #3B818C | 617-青组缨 #3B7C7F,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
183,淡米粉,#FBEEE2,29,76,94,橙色系,暖,115-荷花白 #FBECDE | 098-粉白 #FBF2E3 | 053-蚌肉白 #F9F1DB,598-粉色 #FADADD | 209-淡绯 #F2CAC9 | 238-牡丹粉红 #EEA2A4 | 210-无花果红 #EFAFAD,597-霜华 #D0E7F9 | 700-玉色 #F0F8FF | 609-东方既白 #E6F2FF,546-月华 #E0FFFF | 575-露碧 #A0D8D8 | 680-凝脂莲青 #C6E3E1 | 425-海天蓝 #C6E6E8,424-月白 #EEF7F2 | 677-浅紫藤萝 #D1B3FF | 432-竹篁绿 #B9DEC9 | 667-浅薄荷绿 #B2F0D9,597-霜华 #D0E7F9 | 700-玉色 #F0F8FF | 609-东方既白 #E6F2FF | 588-雾绡 #CDE8F9,597-霜华 #D0E7F9 | 588-雾绡 #CDE8F9 | 609-东方既白 #E6F2FF,115-荷花白 #FBECDE | 098-粉白 #FBF2E3 | 716-米白 #F5F0E6,136-鲑鱼红 #F09C5A | 104-鹿角棕 #E3BD8D | 116-玫瑰粉 #F8B37F,350-银白 #F1F0ED | 707-白色 #F8F8F8 | 519-珍珠灰 #E4DFD7,350-银白 #F1F0ED | 550-霜白 #F2F3F4 | 707-白色 #F8F8F8,183-淡米粉 #FBEEE2,098-粉白 #FBF2E3 | 115-荷花白 #FBECDE,597-霜华 #D0E7F9 | 588-雾绡 #CDE8F9,主色：183-淡米粉 #FBEEE2；辅色：098-粉白 #FBF2E3 | 115-荷花白 #FBECDE；点缀色：597-霜华 #D0E7F9 | 588-雾绡 #CDE8F9,基于真实 742 色库；按 HSL 色相角度推导关系，再用 Lab 感知距离、明度与饱和度排序；中性色按低饱和逻辑处理
